Unnamed: 0,DOI,author,year,title,fname,retrieved
196,10.1016/0022-1694(82)90045-2,gifford,1982,"a long-term infiltrometer study in southern idaho, u.s.a",gifford1982,True
197,10.1016/0038-0717(92)90159-u,springetti,1992,effect of introducing earthworms into horticultural land previously denuded of earthworms,springetti1992,True
198,10.1016/0038-0717(92)90191-y,zelles,1992,signature fatty-acids in phospholipids and lipopolysaccharides as indicators of microbial biomass and community structure in agricultural soils,zelles1992,True
199,10.1016/0167-1987(82)90013-7,wilson,1982,effects of cover crops on soil structure and on yield of subsequent arable crops grown under strip tillage on an eroded alfisol,wilson1982a,False
200,10.1016/0167-1987(84)90003-5,campbell,1984,conservation tillage for soybean in the us southeastern cosstal plain,campbell1984,True
201,10.1016/0167-1987(84)90022-9,khan,1984,studies on tillage-induced physical edaphic properties in relation to peanut crop,khan1984,False
202,10.1016/0167-1987(86)90333-8,mishra,2008,"soil physical behaviour and rice (oryza sativa) yield under different sources of organics, methods of puddling and zero tillage",mishra2008,False
203,10.1016/0167-1987(86)90340-5,guo,2015,effects of conservation tillage on yield of corn and soil properties in the east of hebei province,guo2015,False
204,10.1016/0167-1987(88)90037-2,han,2014,soil respiration rate in summer maize field under different soil tillage and straw application,han2014a,False
205,10.1016/0167-1987(88)90052-9,yoo,1988,"runoff , sediment and nutrient losses from various tillage systems of cotton",yoo1988,False
206,10.1016/0167-1987(89)90055-x,lal,1989,"long-term tillage and wheel traffic effects on a poorly drained mollic ochraqualf in northwest ohio. 2. infiltrability, surface runoff, sub-surface flow and sediment transport",lal1989a,False
207,10.1016/0167-1987(90)90070-t,pelegrin,1990,the influence of tillage methods on soil physical properties and water balance for a typical crop rotation in sw spain,pelegrin1990,False
208,10.1016/0167-1987(91)90029-w,kayombo,1991,characterizing compaction effects on soil properties and crop growth in southern nigeria,kayombo1991,False
209,10.1016/0167-1987(91)90107-9,mcisaac,1991,conservation and contour tillage for corn and soybeans in the tama silt loam soil: the hydrologic response,mcisaac1991,False
210,10.1016/0167-1987(92)90018-7,ghuman,1992,effects of soil wetness at the time of land clearing on physical properties and crop response on an ultisol in southern nigeria,ghuman1992,False
211,10.1016/0167-1987(92)90080-u,thorburn,1992,structural and hydrological changes in a vertisol under different fallow management techniques,thorburn1992,False
212,10.1016/0167-1987(92)90111-n,smith,1992,soil-management options to reduce runoff and erosion on a hardsetting alfisol in the semiarid tropics,smith1992a,False
213,10.1016/0167-1987(93)90025-k,logsdon,1993,tillage and crop effects on ponded and tension infiltration rates,logsdon1993,False
214,10.1016/0167-1987(93)90044-p,francis,1993,"long-term effects of conventional and no-tillage on selected soil properties and crop yields in canterbury, new zealand",francis1993,False
215,10.1016/0167-1987(94)00432-e,alvarez,1994,"soil organic carbon, microbial biomass and c02-c production from three tillage systems",alvarez1994,False
216,10.1016/0167-1987(94)90015-9,singh,1994,residue and tillage management effects of soil properties of a typic cryoboroll under continuous barley,singh1994,False
217,10.1016/0167-1987(94)90041-8,bradford,1994,interrill soil erosion as affected by tillage and residue cover,bradford1994,False
218,10.1016/0167-1987(94)90139-2,franzen,1994,tillage and mulching effects on physical properties of a tropical alfisol,franzen1994,False
219,10.1016/0167-1987(94)90147-3,hall,1994,dicamba mobility in conventionally tilled and non-tilled soil,hall1994,False
220,10.1016/0167-1987(94)90151-1,logan,1994,"tillage, crop and climatic effects on runoff and tile drainage losses of nitrate and four herbicides",logan1994,False
221,10.1016/0167-1987(95)00486-6,proffitt,1995,a comparison between continuous and controlled grazing on a red duplex soil. i. effects on soil physical characteristics,proffitt1995a,False
222,10.1016/0167-1987(95)00495-5,lopezfando,1995,interactive effects of tillage and crop rotations on yield and chemical properties of soils in semi-arid central spain,lopezfando1995,False
223,10.1016/0167-1987(95)00496-3,celik,2012,crop rotation and tillage effects on selected soil physical properties of a typic haploxerert in an irrigated semi-arid mediterranean region,celik2012b,False
224,10.1016/0167-1987(96)01012-4,barber,1996,"effects of conservation and conventional tillage systems after land clearing on soil properties and crop yield in santa cruz, bolivia",barber1996,False
225,10.1016/0167-8809(92)90053-e,mostaghimi,1992,crop residue effects on nitrogen yield in water and sediment runoff from two tillage systems,mostaghimi1992a,True
226,10.1016/0167-8809(94)00538-p,nguyen,1995,"energy and labour efficiency for three pairs of conventional and alternative cropping (pasture arable) farms in canterbury, new zealand",nguyen1995,True
227,10.1016/0167-8809(96)01048-1,wyland,1996,"winter cover crops in a vegetable cropping system: impacts on nitrate leaching, soil water, crop yield, pests and management costs",wyland1996b,True
228,10.1016/0378-1127(94)90294-1,kwesiga,1994,the effect of short rotation sesbania sesban planted fallows on maize yield,kwesiga1994,True
229,10.1016/0378-4290(78)90008-4,lal,1978,no-till farming after various grasses and leguminous cover crops in tropical alfisol. i. crop performance,lal1978,True
230,10.1016/0378-4290(94)90111-2,hulugalle,1994,"changes in surface soil properties of a no-tilled tropical alfisol due to intercropping maize, cassava and ‘egusi’ melon",hulugalle1994,True
231,10.1016/0933-3630(91)90007-a,kwaad,1991,"cropping system effects of maize on infiltration, runoff and erosion on loess soils in south-limbourg (the netherlands): a comparison of two rainfall events",kwaad1991,True
232,10.1016/0933-3630(92)90009-p,langdale,1992,restoration of eroded soil with conservation tillage,langdale1992,True
233,10.1016/0933-3630(92)90017-u,könig,1992,the potential of agroforestry methods for erosion control in rwanda,könig1992,True
234,10.1016/0933-3630(92)90021-r,folorunso,1992,soil surface strength and infiltration rate as affected by winter cover crops,folorunso1992,True
235,10.1016/0933-3630(94)90008-6,lavado,1994,soil properties behavior on grazed and ungrazed plots of a grassland sodic soil,lavado1994,True
236,10.1016/0933-3630(95)00019-4,paningbatan,1995,alley cropping for managing soil erosion of hilly lands in the philippines,paningbatan1995,True
237,10.1016/b978-0-12-805356-0.00004-0,cooper,1996,agroforestry and the mitigation of land degradation in the humid and sub-humid tropics of africa,cooper1996,True
238,10.1016/b978-0-444-81490-6.50012-1,beare,1993,a comparison of methods for measuring water-stable aggregates - implications for determining environmental-effects on soil structure,beare1993,True
239,10.1016/j.agee.2004.01.034,barton,2004,"effects of soil conservation measures on erosion rates and crop productivity on subtropical ultisols in yunnan province, china",barton2004,True
240,10.1016/j.agee.2004.01.043,verhulst,2004,relationship between land-use intensity and species richness and abundance of birds in hungary,verhulst2004,True
241,10.1016/j.agee.2004.03.007,gosling,2005,"long-term changes in soil fertility in organic arable farming systems in england, with particular reference to phosphorus and potassium",gosling2005a,True
242,10.1016/j.agee.2005.03.002,king,2005,"vineyard δ15n, nitrogen and water status in perennial clover and bunch grass cover crop systems of california”s central valley",king2005,True
243,10.1016/j.agee.2005.04.006,larchevêque,2005,vegetation dynamics after compost amendment in  a mediterranean post-fire ecosystem,larchevêque2005b,True
244,10.1016/j.agee.2005.12.010,sileshi,2006,long-term effects of improved legume fallows on soil invertebrate macrofauna and maize yield in eastern zambia,sileshi2006a,True
245,10.1016/j.agee.2006.02.017,ojeda,2006,nitrogen losses in runoff waters from a loamy soil  treated with sewage sludge,ojeda2006b,True
246,10.1016/j.agee.2006.05.002,savadogo,2007,effects of grazing intensity and prescribed fire on soil physical and hydrological properties and pasture yield in the savanna woodlands of burkina faso,savadogo2007b,True
247,10.1016/j.agee.2006.05.022,fließbach,2007,soil organic matter and biological soil quality indicators after 21 years of organic and conventional farming,fließbach2007,True
248,10.1016/j.agee.2006.06.017,hati,2007,"changes in soil physical properties and organic carbon status at the topsoil horizon of a vertisol of central india after 28 years of continuous cropping, fertilization and manuring",hati2007,True
249,10.1016/j.agee.2006.09.012,muukkonen,2007,influence of no-tillage on the distribution and lability of phosphorus in finnish clay soils,muukkonen2007,True
250,10.1016/j.agee.2006.11.011,wright,2007,soil organic c and n distribution for wheat cropping systems after 20 years of conservation tillage in central texas,wright2007b,True
251,10.1016/j.agee.2007.11.005,ojeda,2008,differences in aggregate stability due to various sewage  sludge treatments on a mediterranean calcareous soil,ojeda2008,True
252,10.1016/j.agee.2007.11.009,han,2008,effect of grazing intensity on carbon and nitrogen in soil and vegetation in a meadow steppe in inner mongolia,han2008,True
253,10.1016/j.agee.2008.04.006,sainju,2008,"soil carbon and nitrogen sequestration as affected by long-term tillage, cropping systems, and nitrogen fertilizer sources",sainju2008,True
254,10.1016/j.agee.2009.01.022,cabrera,2009,soil and  runoff response to dairy manure application on new mexico rangeland,cabrera2009,True
255,10.1016/j.agee.2009.02.013,ippolito,2009,fate of biosolids cu and zn in a semi-arid grassland,ippolito2009,True
256,10.1016/j.agee.2009.03.007,bhattacharyya,2009,soil aggregation and organic matter in a sandy clay loam soil of the indian himalayas under different tillage and crop regimes,bhattacharyya2009,True
257,10.1016/j.agee.2009.04.008,barreto,2009,"the impact of soil management on aggregation, carbon stabilization and carbon loss as co2 in the surface layer of a rhodic ferralsol in southern brazil",barreto2009,True
258,10.1016/j.agee.2009.05.004,melero,2009,long-term effects of conservation tillage on organic fractions in two soils in southwest of spain,melero2009b,True
259,10.1016/j.agee.2009.05.009,hernanz,2009,soil carbon sequestration and stratification in a cereal/leguminous crop rotation with three tillage systems in semiarid conditions,hernanz2009,True
260,10.1016/j.agee.2009.09.003,frazao,2010,"inorganic nitrogen, microbial biomass and microbial activity of a sandy brazilian cerrado soil under different land uses",frazao2010,True
261,10.1016/j.agee.2009.10.005,constantin,2010,"effects of catch crops, no till and reduced nitrogen fertilization on nitrogen leaching and balance in three long-term experiments",constantin2010,True
